Date,ProductID,CustomerID,SupplierID,ShipperID,QuantitySold,TotalAmount,DiscountAmount,NetAmount
2021-12-27,27,2538,25,7,73,33659.57,61.12,33598.45
2021-11-02,34,2539,1,17,1,652.35,33.24,619.11
2023-09-17,11,2540,18,1,5,3300.25,121.56,3178.69
2022-06-06,27,2541,21,15,90,41498.1,121.71,41376.39
2022-11-26,6,2542,18,6,89,58744.45,181.47,58562.98
2022-04-17,38,2543,10,2,6,2184.06,11.91,2172.15
2021-11-22,8,2544,18,18,13,884.1300000000001,13.07,871.0600000000001
2022-02-14,43,2545,7,5,72,31091.04,126.34,30964.7
2023-02-06,8,2546,11,4,3,204.03000000000003,16.53,187.50000000000003
2023-01-12,60,2547,15,12,39,37109.67,223.7,36885.97
2022-01-17,26,2548,6,6,50,43642.5,161.03,43481.47
2022-05-19,26,2549,10,18,12,10474.2,163.17,10311.03
2023-07-10,57,2550,9,3,92,39845.2,121.6,39723.600000000006
2021-12-14,18,2551,18,18,41,26695.51,57.13,26638.38
2022-12-18,47,2552,15,15,20,9221.8,33.06,9188.74
2023-09-08,111,2553,24,11,64,59539.2,218.41,59320.78999999999
2023-01-04,22,2554,25,2,2,537.22,14.59,522.63
2022-03-17,19,2555,7,7,54,45370.26,125.28,45244.98
2021-10-25,128,2556,19,7,14,952.14,6.4,945.74
2023-06-25,27,2557,19,11,74,34120.66,1.79,34118.869999999995
2022-11-02,11,2558,3,17,40,26402.0,168.85,26233.15
2023-04-07,90,2559,12,1,53,34508.83,54.69,34454.14
2022-03-02,13,2560,12,2,44,40933.2,35.39,40897.81
2021-11-11,143,2561,15,8,44,2992.44,16.34,2976.1
2023-06-13,5,2562,36,12,55,35879.25,27.2,35852.05
2021-11-24,15,2563,8,7,73,61862.39,27.51,61834.88
2023-03-29,164,2564,4,7,72,61014.96,119.2,60895.76
2022-03-21,27,2565,10,16,23,10605.07,40.92,10564.15
2023-07-24,58,2566,34,5,52,36056.28,163.47,35892.81
2023-07-08,43,2567,10,2,64,27636.48,51.59,27584.89
2023-03-26,22,2568,18,9,52,13967.72,19.05,13948.670000000002
2022-09-05,13,2569,17,2,93,86517.9,67.97,86449.93
2021-12-05,113,2570,19,6,68,18265.48,62.45,18203.03
2022-03-06,8,2571,8,18,28,1904.28,12.58,1891.7000000000005
2022-08-01,105,2572,38,7,37,32295.45,117.01,32178.44
2023-08-18,19,2573,10,18,72,60493.68000000001,32.13,60461.55000000001
2023-09-09,4,2574,40,1,12,4368.12,78.44,4289.68
2023-03-31,57,2575,21,14,54,23387.4,88.82,23298.58
2022-10-31,8,2576,21,11,62,4216.62,8.43,4208.19
2022-09-02,11,2577,19,7,39,25741.95,134.21,25607.74
2023-07-15,62,2578,11,9,44,40933.2,97.33,40835.87
2023-06-02,11,2579,13,1,40,26402.0,160.55,26241.45
2022-06-05,27,2580,19,5,39,17982.51,128.5,17854.01
2023-01-19,29,2581,21,15,33,21189.63,80.98,21108.65
2022-02-10,60,2582,14,3,95,90395.35,49.43,90345.92
2023-09-26,39,2583,24,7,84,83590.92,188.69,83402.23
2022-07-14,26,2584,23,5,9,7855.650000000001,238.04,7617.610000000001
2022-11-07,8,2585,36,17,89,6052.89,11.76,6041.13
2021-10-04,97,2586,40,15,48,30821.28,137.2,30684.08
2022-11-12,13,2587,5,11,16,14884.8,122.55,14762.25
2023-08-23,22,2588,15,17,6,1611.66,34.72,1576.94
2023-08-16,44,2589,7,14,30,6864.599999999999,22.4,6842.2
2023-04-13,154,2590,21,9,58,49150.94,249.52,48901.42
2022-10-08,129,2591,7,15,15,5798.55,84.03,5714.52
2023-07-03,91,2592,3,4,30,12954.6,24.66,12929.94
2022-05-18,4,2593,20,12,28,10192.28,65.11,10127.169999999998
2023-07-21,15,2594,12,4,77,65252.10999999999,94.23,65157.87999999999
2021-12-08,18,2595,37,15,86,55995.46,153.61,55841.85
2022-07-27,19,2596,1,16,24,20164.56,2.64,20161.92
2022-07-16,54,2597,21,5,54,12356.28,60.46,12295.82
2022-02-01,60,2598,3,18,54,51382.62,18.05,51364.56999999999
2023-06-28,34,2599,14,10,55,35879.25,7.01,35872.24
2022-03-14,150,2600,19,7,57,36600.27,42.44,36557.83
2022-08-12,50,2601,38,4,26,24739.78,58.97,24680.81
2022-04-09,5,2602,11,15,76,49578.6,42.23,49536.37
2022-11-09,11,2603,24,5,29,19141.45,190.12,18951.33
2023-07-20,27,2604,25,15,83,38270.47,67.77,38202.7
2023-05-15,56,2605,7,17,33,1525.59,8.21,1517.38
2023-01-17,82,2606,4,7,19,6916.19,70.21,6845.98
2022-01-22,60,2607,6,15,25,23788.25,188.97,23599.28
2022-12-10,4,2608,1,2,32,11648.32,42.0,11606.32
2022-05-10,57,2609,21,1,27,11693.7,27.04,11666.66
2023-07-07,57,2610,19,6,19,8228.9,81.93,8146.969999999999
2022-04-25,110,2611,4,13,98,67952.22,162.12,67790.1
2022-05-19,69,2612,10,14,20,16948.6,34.76,16913.84
2022-09-17,97,2613,5,8,4,2568.44,123.65,2444.79
2022-08-19,232,2614,23,13,52,49479.56,57.85,49421.71
2022-01-08,29,2615,21,6,38,24400.18,109.9,24290.28
2022-03-02,45,2616,10,5,58,49150.94,154.4,48996.53999999999
2022-09-19,87,2617,11,9,75,49503.75,30.18,49473.57
2023-06-30,11,2618,4,7,27,17821.35,155.08,17666.269999999997
2022-07-04,31,2619,23,16,72,31183.2,76.67,31106.53
2022-06-02,25,2620,18,9,34,32352.02,196.87,32155.15
2023-05-26,233,2621,3,9,65,54612.350000000006,109.41,54502.94
2022-02-07,26,2622,17,3,36,31422.6,245.61,31176.99
2022-03-16,26,2623,16,10,94,82047.90000000001,23.52,82024.38
2021-11-11,143,2624,20,18,72,4896.72,2.3,4894.42
2023-04-23,39,2625,6,14,46,45775.98,138.26,45637.72
2021-11-14,51,2626,11,12,92,60016.2,138.38,59877.82000000001
2023-02-01,45,2627,25,18,37,31354.91,128.39,31226.52
2022-09-25,17,2628,5,13,43,29815.77,31.26,29784.51
2022-12-07,4,2629,12,2,43,15652.43,72.88,15579.55
2022-04-03,26,2630,19,9,41,35786.85,67.44,35719.41
2021-12-27,29,2631,25,1,44,28252.84,107.79,28145.05
2022-04-01,32,2632,5,14,99,42876.9,77.98,42798.92
2022-03-24,8,2633,19,14,51,3468.51,5.95,3462.5600000000004
2023-05-26,173,2634,3,16,56,36962.8,8.89,36953.91
2021-11-24,44,2635,7,4,2,457.64,56.61,401.03
2022-07-29,234,2636,25,4,21,9095.1,8.39,9086.71
2022-03-10,160,2637,18,17,18,832.14,7.61,824.53
2021-12-13,210,2638,1,4,28,10192.28,41.26,10151.02
2022-06-02,11,2639,1,8,46,30362.3,3.87,30358.43
2022-03-22,165,2640,3,1,94,36337.58,74.38,36263.2
2022-04-15,26,2641,8,9,44,38405.4,30.12,38375.28
2022-01-18,145,2642,25,9,51,13699.11,32.15,13666.96
2022-06-24,82,2643,17,11,52,18928.52,95.46,18833.06
2022-03-06,235,2644,12,6,100,99513.0,236.05,99276.95
2023-09-11,57,2645,9,2,8,3464.8,63.42,3401.38
2022-11-10,166,2646,7,10,77,3559.71,7.39,3552.32
2022-06-17,26,2647,18,10,70,61099.5,4.64,61094.86
2022-03-05,22,2648,21,16,32,8595.52,68.46,8527.060000000001
2022-08-11,8,2649,12,12,94,6392.9400000000005,11.98,6380.960000000001
2022-03-24,13,2650,18,12,58,53957.4,174.12,53783.27999999999
2022-12-16,43,2651,17,5,27,11659.14,113.46,11545.68
2023-06-09,139,2652,11,7,74,73639.62,101.98,73537.64
2021-11-29,5,2653,4,18,90,58711.5,40.84,58670.66
2023-06-22,41,2654,38,6,32,31844.16,221.49,31622.67
2023-07-19,26,2655,15,4,63,54989.55,155.78,54833.77
2022-01-02,43,2656,8,11,17,7340.94,46.24,7294.7
2021-11-05,8,2657,6,10,10,680.1,17.83,662.27
2023-04-26,8,2658,1,3,23,1564.23,14.28,1549.95
2023-08-26,57,2659,23,17,43,18623.3,54.08,18569.22
2022-05-31,39,2660,4,3,56,55727.28,240.43,55486.85
2021-11-21,19,2661,18,3,60,50411.4,203.45,50207.95
2021-12-29,19,2662,29,16,9,7561.710000000001,178.68,7383.030000000001
2022-08-13,19,2663,24,10,82,68895.58,232.36,68663.22
2022-05-06,15,2664,11,3,33,27965.19,58.85,27906.34
2022-08-29,24,2665,15,12,1,386.57,87.65,298.92
2022-10-27,17,2666,5,18,31,21495.09,3.12,21491.97
2023-09-13,22,2667,24,2,49,13161.89,27.12,13134.77
2023-05-03,8,2668,12,18,27,1836.27,8.53,1827.74
2023-07-29,15,2669,14,15,47,39829.21,93.23,39735.98
2023-05-04,159,2670,25,13,64,2958.72,11.3,2947.42
2023-09-16,15,2671,23,5,91,77116.12999999999,136.99,76979.13999999998
2023-07-17,64,2672,24,1,38,33168.3,90.58,33077.72
2022-06-22,236,2673,24,8,57,2635.11,3.26,2631.8499999999995
2022-12-16,39,2674,12,9,14,13931.82,214.62,13717.2
2023-05-20,134,2675,18,14,37,15977.34,71.1,15906.24
2021-10-06,19,2676,25,10,48,40329.12,78.01,40251.11
2022-10-21,15,2677,16,17,26,22033.18,113.2,21919.98
2021-11-20,22,2678,9,14,84,22563.24,22.7,22540.54
2023-06-28,49,2679,39,15,92,4253.16,0.37,4252.79
2023-06-07,89,2680,5,4,88,34018.16,21.61,33996.55
2022-03-02,2,2681,14,8,49,41524.07,250.34,41273.73
2023-07-25,27,2682,12,2,22,10143.98,131.01,10012.97
2022-12-16,44,2683,23,15,30,6864.599999999999,22.08,6842.52
2021-09-29,25,2684,23,2,80,76122.4,94.41,76027.98999999999
2023-01-18,4,2685,5,16,93,33852.93,107.61,33745.32
2022-03-03,18,2686,12,4,66,42973.26,3.3,42969.96
2023-08-06,11,2687,4,4,58,38282.9,144.32,38138.58
2022-01-09,29,2688,11,4,27,17336.97,138.5,17198.47
2022-04-06,27,2689,19,6,3,1383.27,72.58,1310.69
2022-04-23,17,2690,21,14,4,2773.56,54.95,2718.61
2023-05-14,15,2691,29,12,96,81353.28,34.04,81319.24
2023-03-11,17,2692,7,12,84,58244.76,29.27,58215.490000000005
2023-04-05,23,2693,3,6,14,5096.139999999999,9.45,5086.69
2022-07-05,5,2694,10,5,43,28051.05,2.49,28048.56
2023-05-06,63,2695,8,16,1,68.01,10.2,57.81
2023-07-07,56,2696,7,16,53,2450.19,9.52,2440.67
2023-01-04,56,2697,23,13,38,1756.7399999999998,7.45,1749.2899999999995
2022-04-01,19,2698,27,1,67,56292.73,188.25,56104.48
2022-11-25,27,2699,9,14,86,39653.74,80.21,39573.53
2023-07-03,60,2700,21,4,10,9515.3,177.7,9337.6
2023-09-19,5,2701,8,17,76,49578.6,97.23,49481.37
2022-06-18,8,2702,34,4,31,2108.31,6.46,2101.85
2023-01-24,147,2703,19,5,19,8228.9,19.74,8209.16
2022-08-23,15,2704,19,12,75,63557.24999999999,44.7,63512.55
2023-07-07,142,2705,11,5,34,21831.74,151.45,21680.29
2023-02-27,5,2706,17,6,66,43055.1,44.38,43010.72
2023-09-06,43,2707,1,2,37,15977.34,122.65,15854.69
2022-04-12,43,2708,24,7,89,38431.98,57.44,38374.53999999999
2022-07-30,60,2709,8,14,84,79928.52,184.06,79744.46
2023-01-09,56,2710,4,16,69,3189.87,6.31,3183.56
2021-11-12,153,2711,21,4,19,8760.71,78.7,8682.009999999998
2022-09-15,54,2712,1,2,37,8466.34,12.36,8453.98
2023-05-27,41,2713,4,18,20,19902.6,114.14,19788.46
2021-11-02,27,2714,6,18,72,33198.48,128.76,33069.719999999994
2022-09-12,166,2715,23,12,14,647.2199999999999,2.36,644.8599999999999
2022-11-26,72,2716,14,7,18,832.14,0.83,831.31
2023-01-22,92,2717,9,5,54,47133.9,225.22,46908.68
2022-03-11,102,2718,21,2,62,26852.2,124.96,26727.24
2021-11-25,206,2719,8,4,97,4484.31,7.32,4476.99
2023-08-10,56,2720,5,6,45,2080.35,10.45,2069.9
2023-05-26,237,2721,7,10,72,49924.08,201.42,49722.66
2023-01-19,44,2722,1,14,59,13500.38,51.25,13449.13
2023-01-26,91,2723,11,5,40,17272.8,123.75,17149.05
2023-06-14,15,2724,18,2,84,71184.12,217.11,70967.01
2023-07-28,4,2725,19,9,10,3640.1,64.73,3575.37
2023-06-30,56,2726,24,6,20,924.6,7.99,916.61
2023-05-19,52,2727,6,15,17,785.91,13.84,772.0699999999999
2022-11-18,15,2728,6,4,43,36439.49,6.44,36433.05
2022-06-26,13,2729,9,8,70,65121.0,153.87,64967.13
2023-09-02,22,2730,19,16,57,15310.77,30.55,15280.22
2022-04-14,22,2731,28,13,54,14504.94,58.83,14446.11
2023-05-23,63,2732,11,5,12,816.1200000000001,3.9,812.2200000000001
2022-10-31,29,2733,9,10,97,62284.67,175.8,62108.87
2023-01-30,60,2734,17,8,31,29497.43,12.08,29485.35
2023-05-07,98,2735,11,6,91,63098.49,176.84,62921.65
2022-06-20,60,2736,10,12,57,54237.21,283.88,53953.33
2022-12-09,41,2737,28,7,13,12936.69,187.1,12749.59
2021-10-15,17,2738,23,18,74,51310.86,91.3,51219.56
2022-03-19,5,2739,4,17,17,11089.95,103.99,10985.96
2022-08-01,15,2740,28,3,92,77963.56,17.59,77945.97
2023-09-19,7,2741,25,12,25,16308.75,82.34,16226.41
2021-10-20,15,2742,19,17,31,26270.33,0.51,26269.82
2021-11-25,185,2743,6,12,41,34447.79,251.12,34196.67
2023-01-03,43,2744,18,14,12,5181.84,114.36,5067.4800000000005
2021-10-31,39,2745,18,6,69,68663.97,125.49,68538.48
2023-08-01,125,2746,4,2,2,773.14,12.92,760.22
2022-03-18,145,2747,21,6,95,25517.95,39.52,25478.43
2023-06-16,43,2748,34,10,19,8204.58,31.16,8173.42
2023-07-02,4,2749,4,6,84,30576.84,83.11,30493.73
2023-02-06,118,2750,17,6,33,32839.29,195.24,32644.05
2023-03-20,22,2751,5,12,61,16385.21,73.76,16311.45
2022-09-03,39,2752,7,7,98,97522.74,113.26,97409.48
2023-04-08,173,2753,12,13,13,8580.65,18.34,8562.31
2022-07-11,73,2754,25,12,7,3031.7000000000003,3.98,3027.7200000000003
2023-08-13,5,2755,11,10,10,6523.5,98.62,6424.88
2023-06-19,26,2756,5,9,77,67209.45,61.98,67147.47
2023-06-05,27,2757,3,18,40,18443.6,29.4,18414.2
2023-02-18,15,2758,18,8,24,20338.32,131.16,20207.16
2022-05-01,176,2759,40,17,76,17390.32,27.34,17362.98
2022-12-15,39,2760,24,16,96,95532.48,111.45,95421.03
2022-11-07,27,2761,7,3,53,24437.77,20.35,24417.42
2023-01-08,32,2762,3,1,95,41144.5,77.28,41067.22
2022-05-31,11,2763,18,6,25,16501.25,29.29,16471.96
2022-05-03,9,2764,25,12,61,22204.61,85.03,22119.58
2023-01-10,15,2765,15,14,51,43218.93,9.57,43209.36
2022-09-19,30,2766,9,16,75,27300.75,108.49,27192.26
2023-01-04,149,2767,5,15,65,23660.65,98.29,23562.36
2021-11-29,11,2768,10,8,42,27722.1,158.75,27563.35
2022-11-25,60,2769,1,9,9,8563.77,133.14,8430.630000000001
2023-03-21,166,2770,3,4,22,1017.06,2.61,1014.45
2023-04-29,19,2771,23,15,52,43689.880000000005,124.36,43565.52
2023-01-16,24,2772,12,12,76,29379.32,39.82,29339.5
2022-05-29,91,2773,15,1,100,43182.0,119.64,43062.36
2022-08-23,11,2774,11,3,11,7260.549999999999,134.74,7125.81
2023-06-29,187,2775,37,5,58,48731.02,156.8,48574.22
2022-04-03,8,2776,24,14,79,5372.79,17.57,5355.22
2022-11-19,60,2777,21,8,34,32352.02,111.41,32240.61
2022-01-28,64,2778,3,3,30,26185.5,53.48,26132.02
2022-08-11,27,2779,13,8,35,16138.15,2.32,16135.83
2023-08-08,37,2780,3,13,81,52840.35,146.89,52693.46
2022-07-08,114,2781,15,10,61,56748.3,215.01,56533.28999999999
2022-09-11,196,2782,30,13,32,13818.24,115.62,13702.62
2022-08-14,113,2783,5,14,69,18534.09,9.66,18524.43
2022-10-12,53,2784,13,10,69,44926.59,77.05,44849.54
2022-02-01,176,2785,3,17,63,14415.66,15.12,14400.54
2021-11-09,60,2786,5,18,87,82783.11,238.69,82544.42
2022-01-14,56,2787,10,1,35,1618.05,3.73,1614.32
2022-05-15,57,2788,8,18,30,12993.0,74.12,12918.88
2023-07-03,27,2789,8,18,36,16599.239999999998,67.31,16531.929999999997
2022-02-11,13,2790,17,1,48,44654.4,130.68,44523.72
2022-03-01,127,2791,4,10,20,13022.2,13.72,13008.48
2022-11-07,126,2792,11,18,70,27059.9,81.19,26978.71
2023-01-31,238,2793,1,11,26,18028.14,203.94,17824.2
2023-03-27,77,2794,10,11,78,51483.9,22.96,51460.94
2022-05-12,101,2795,5,18,32,27117.76,233.87,26883.89
2023-01-21,11,2796,23,3,56,36962.8,136.59,36826.21
2022-11-28,13,2797,25,4,27,25118.1,206.72,24911.38
2022-08-26,11,2798,24,6,60,39603.0,98.34,39504.66
2021-10-13,3,2799,8,11,69,26673.33,33.34,26639.99
2023-01-03,29,2800,23,12,3,1926.33,93.98,1832.35
2023-08-12,29,2801,17,16,33,21189.63,140.48,21049.15
2022-02-18,11,2802,8,7,96,63364.8,80.51,63284.28999999999
2023-01-09,18,2803,12,13,28,18231.08,46.77,18184.31
2023-07-18,43,2804,9,2,91,39295.62,54.85,39240.77
2022-12-16,78,2805,25,7,59,13500.38,68.38,13432.0
2021-12-16,24,2806,15,12,86,33245.02,114.33,33130.689999999995
2023-01-23,57,2807,24,8,70,30317.0,74.0,30243.0
2022-02-03,39,2808,10,13,31,30849.03,286.06,30562.97
2022-01-23,119,2809,9,1,57,3876.57,0.35,3876.22
2023-01-24,165,2810,11,10,27,10437.39,12.19,10425.2
2023-06-14,29,2811,30,6,21,13484.31,186.65,13297.66
2022-09-26,18,2812,8,10,33,21486.63,83.17,21403.460000000003
2021-10-22,68,2813,4,12,62,40923.1,6.17,40916.93
2022-09-17,18,2814,19,2,22,14324.42,131.06,14193.36
2021-11-07,57,2815,25,9,3,1299.3000000000002,75.28,1224.0200000000002
2023-03-04,22,2816,4,9,96,25786.56,34.57,25751.99
2023-04-17,18,2817,18,17,85,55344.35,189.95,55154.4
2022-12-16,43,2818,7,12,74,31954.68,67.58,31887.1
2021-10-31,138,2819,25,3,44,11818.84,15.77,11803.07
2022-01-23,80,2820,15,15,92,59074.12,190.57,58883.55
2022-07-25,4,2821,15,10,51,18564.51,82.18,18482.33
2022-03-11,11,2822,9,1,57,37622.85,154.28,37468.57
2021-10-17,18,2823,19,7,72,46879.92,174.1,46705.82
2023-04-09,116,2824,3,1,88,56505.68,31.75,56473.93
2022-10-16,13,2825,17,14,15,13954.5,200.89,13753.61
2021-12-06,13,2826,24,17,42,39072.6,125.07,38947.53
2023-04-28,105,2827,24,18,32,27931.2,187.05,27744.15
2023-09-12,162,2828,8,13,99,83178.81000000001,108.1,83070.71
2023-07-05,8,2829,10,1,99,6732.990000000001,10.39,6722.6
2021-11-02,43,2830,4,3,88,38000.16,91.45,37908.71
2022-11-05,56,2831,23,7,7,323.61,1.9,321.71
2022-10-27,57,2832,40,5,87,37679.7,77.47,37602.23
2022-06-12,39,2833,19,13,35,34829.55,244.75,34584.8
2021-10-27,27,2834,6,1,32,14754.88,52.25,14702.63
2022-02-28,239,2835,28,15,40,2720.4,17.32,2703.08
2021-12-04,101,2836,10,3,39,33049.77,229.96,32819.81
2023-03-29,4,2837,39,11,80,29120.8,34.39,29086.41
2022-11-10,69,2838,12,12,34,28812.62,186.75,28625.87
2023-08-19,139,2839,37,7,96,95532.48,272.45,95260.03
2023-05-07,129,2840,12,1,86,33245.02,61.65,33183.369999999995
2022-08-21,29,2841,5,4,28,17979.08,66.82,17912.260000000002
2023-02-24,18,2842,34,9,28,18231.08,129.95,18101.13
2023-07-12,69,2843,18,9,75,63557.24999999999,165.6,63391.65
2022-03-20,110,2844,10,18,59,40910.01,103.05,40806.96
2023-08-17,38,2845,23,5,46,16744.46,14.04,16730.42
2022-04-29,62,2846,17,17,61,56748.3,105.69,56642.60999999999
2021-12-26,133,2847,5,17,2,537.22,62.27,474.9500000000001
2023-06-21,68,2848,11,15,26,17161.3,42.25,17119.05
2021-10-23,8,2849,24,8,45,3060.4500000000003,2.83,3057.6200000000003
2022-09-26,2,2850,12,1,33,27965.19,221.55,27743.64
2022-05-13,15,2851,6,15,49,41524.07,153.19,41370.88
2023-07-22,4,2852,3,18,40,14560.4,44.29,14516.11
2022-07-28,68,2853,17,2,33,21781.65,170.42,21611.23
2021-10-03,4,2854,15,15,20,7280.2,77.02,7203.179999999999
2023-01-03,234,2855,19,16,96,41577.600000000006,33.06,41544.54000000001
2023-04-30,18,2856,14,17,24,15626.64,40.15,15586.49
2022-02-06,18,2857,14,1,94,61204.34,133.16,61071.18
2022-11-09,45,2858,18,7,88,74573.84,10.86,74562.98
2023-07-31,5,2859,6,16,26,16961.100000000002,175.89,16785.210000000003
2022-01-26,26,2860,25,6,54,47133.9,178.77,46955.130000000005
2022-10-26,43,2861,4,17,40,17272.8,111.11,17161.69
2021-11-27,39,2862,3,3,28,27863.64,192.09,27671.55
2023-09-27,8,2863,25,6,57,3876.57,7.95,3868.62
2023-02-24,8,2864,5,14,27,1836.27,10.08,1826.1900000000005
2022-11-25,32,2865,11,17,73,31616.300000000003,112.31,31503.99
2023-04-28,131,2866,6,15,29,13371.61,36.44,13335.169999999998
2022-08-17,134,2867,21,17,79,34113.78,122.38,33991.4
2023-06-06,44,2868,10,1,87,19907.34,50.02,19857.32
2022-05-27,62,2869,24,6,26,24187.8,147.59,24040.21
2023-07-18,11,2870,10,2,95,62704.74999999999,186.88,62517.87
2023-04-14,57,2871,23,1,41,17757.100000000002,79.83,17677.27
2022-07-01,26,2872,25,16,49,42769.65,196.72,42572.93
2021-11-07,123,2873,11,14,15,9785.25,65.91,9719.34
2023-01-22,60,2874,6,16,17,16176.01,11.87,16164.14
2022-10-18,18,2875,23,1,45,29299.95,23.17,29276.78
2022-07-28,90,2876,24,17,6,3906.66,106.56,3800.1
2023-05-06,37,2877,10,7,48,31312.800000000003,19.93,31292.870000000003
2023-05-04,75,2878,15,7,78,54084.42,123.53,53960.89
2022-01-23,26,2879,14,16,39,34041.15,256.22,33784.93
2023-01-28,15,2880,19,14,56,47456.08,166.71,47289.37
2022-04-26,13,2881,38,4,89,82796.7,151.59,82645.11
2023-06-15,26,2882,12,1,64,55862.4,108.99,55753.41
2022-04-29,8,2883,4,15,42,2856.42,9.69,2846.73
2023-01-23,53,2884,25,7,84,54693.24,14.76,54678.48
2023-07-29,4,2885,1,16,78,28392.78,58.13,28334.65
2021-11-28,15,2886,15,8,20,16948.6,220.04,16728.559999999998
2023-04-04,26,2887,38,7,83,72446.55,122.48,72324.07
2021-09-29,18,2888,5,18,22,14324.42,47.93,14276.49
2023-04-19,18,2889,8,18,10,6511.1,174.43,6336.67
2022-05-24,5,2890,17,12,32,20875.2,138.89,20736.31
2023-08-25,11,2891,25,9,30,19801.5,68.47,19733.03
2021-10-18,11,2892,24,17,29,19141.45,23.76,19117.69
2023-08-03,39,2893,11,11,26,25873.38,155.19,25718.19
2023-05-25,56,2894,6,7,26,1201.98,12.37,1189.61
2023-04-11,43,2895,19,14,81,34977.42,28.44,34948.98
2021-09-30,124,2896,10,4,72,33198.48,41.16,33157.31999999999
2023-04-04,87,2897,6,5,52,34322.6,29.77,34292.83
2023-06-29,24,2898,8,18,49,18941.93,12.75,18929.18
2022-01-13,45,2899,6,18,39,33049.77,146.81,32902.96
2023-04-19,11,2900,11,14,9,5940.45,119.84,5820.61
2022-10-21,80,2901,3,6,67,43021.37,127.01,42894.36
2022-05-30,39,2902,1,4,71,70654.23,199.44,70454.79
2023-06-04,89,2903,23,11,38,14689.66,5.5,14684.16
2022-02-13,112,2904,35,16,72,49924.08,115.87,49808.21
2021-10-05,18,2905,14,7,9,5859.99,94.46,5765.53
2023-06-03,240,2906,9,17,61,26419.1,72.39,26346.710000000003
2023-03-31,39,2907,19,13,67,66673.71,149.19,66524.52
2023-05-27,5,2908,6,11,30,19570.5,11.87,19558.63
2023-08-26,122,2909,12,2,12,5181.84,115.02,5066.82
2022-07-18,44,2910,17,8,44,10068.08,14.75,10053.33
2022-08-01,22,2911,15,4,66,17728.260000000002,0.36,17727.9
2022-04-26,41,2912,29,18,90,89561.7,139.96,89421.73999999999
2022-03-25,84,2913,16,13,30,2040.3,14.11,2026.1900000000005
2022-07-27,72,2914,10,15,23,1063.29,0.58,1062.71
2023-07-26,93,2915,17,11,49,31463.39,46.43,31416.96
2022-07-07,39,2916,24,1,93,92547.09,89.53,92457.56
2021-11-23,113,2917,14,4,70,18802.7,12.48,18790.22
2022-06-12,60,2918,12,8,82,78025.45999999999,283.06,77742.4
2023-05-17,57,2919,15,15,84,36380.4,22.95,36357.45
2021-10-23,8,2920,1,7,95,6460.950000000001,18.06,6442.89
2022-09-25,85,2921,4,1,53,36749.67,53.82,36695.85
2022-11-01,26,2922,19,15,26,22694.1,74.63,22619.47
2023-09-05,15,2923,27,4,46,38981.78,105.24,38876.54
2023-03-26,60,2924,6,11,92,87540.76,157.69,87383.06999999999
2023-07-24,11,2925,12,7,4,2640.2,187.92,2452.28
2022-05-23,15,2926,12,14,24,20338.32,186.15,20152.17
2023-07-16,18,2927,3,5,21,13673.31,85.97,13587.34
2022-10-09,209,2928,6,3,48,44654.4,78.17,44576.23
2022-12-02,149,2929,8,13,19,6916.19,74.97,6841.219999999999
2022-03-15,25,2930,12,2,78,74219.34,113.17,74106.17
2023-04-05,130,2931,3,6,66,15102.12,32.56,15069.56
2023-05-17,22,2932,22,13,8,2148.88,70.94,2077.94
2022-09-05,102,2933,21,12,73,31616.300000000003,71.7,31544.6
2023-07-09,43,2934,14,3,64,27636.48,13.06,27623.42
2022-08-12,27,2935,9,5,72,33198.48,51.32,33147.16
2022-10-07,43,2936,6,17,54,23318.28,67.26,23251.02
2022-02-04,19,2937,14,18,40,33607.600000000006,160.11,33447.490000000005
2023-05-16,43,2938,12,5,81,34977.42,92.75,34884.67
2023-09-21,11,2939,11,8,74,48843.7,34.16,48809.53999999999
2022-06-03,43,2940,17,13,58,25045.56,58.74,24986.82
2023-07-19,27,2941,18,16,17,7838.53,120.52,7718.009999999999
2023-09-14,129,2942,8,4,100,38657.0,20.29,38636.71
2022-01-12,4,2943,5,11,8,2912.08,67.09,2844.99
2023-01-03,57,2944,24,8,38,16457.8,34.41,16423.39
2021-11-02,28,2945,10,2,6,5970.78,47.06,5923.719999999999
2021-12-06,45,2946,5,1,92,77963.56,82.59,77880.97
2022-09-16,57,2947,7,17,99,42876.9,93.39,42783.51
2022-04-02,57,2948,7,8,53,22954.300000000003,27.46,22926.840000000004
2022-05-06,11,2949,17,5,20,13201.0,126.92,13074.08
2021-10-19,26,2950,18,9,42,36659.7,41.5,36618.2
2023-02-28,94,2951,11,16,24,8736.24,82.78,8653.46
2023-03-17,24,2952,20,17,46,17782.22,2.83,17779.39
2021-12-30,4,2953,7,4,34,12376.34,60.48,12315.86
2023-05-02,64,2954,16,1,90,78556.5,81.96,78474.54
2023-08-05,219,2955,18,12,73,72644.49,52.02,72592.47
2022-11-09,61,2956,25,17,93,88492.29,104.9,88387.39
2021-12-29,22,2957,1,17,48,12893.28,64.68,12828.6
2022-05-11,57,2958,10,8,54,23387.4,56.56,23330.84
2023-07-20,59,2959,15,7,5,4975.65,247.29,4728.36
2023-09-02,17,2960,15,15,27,18721.53,46.89,18674.64
2023-01-01,57,2961,25,17,70,30317.0,23.22,30293.78
2022-11-26,167,2962,14,16,84,38731.56,62.8,38668.76
2023-02-13,27,2963,18,17,98,45186.82,83.42,45103.4
